61871,1.00,0.01,0.00,-0.00
61896,1.00,0.02,0.01,-0.01
61920,1.00,0.02,0.01,-0.01
61944,1.00,0.03,0.01,-0.01
61968,1.00,0.03,0.01,-0.01
62010,1.00,0.03,0.02,-0.02
62034,1.00,0.03,0.02,-0.02
62058,1.00,0.04,0.02,-0.02
62082,1.00,0.04,0.02,-0.02
62106,1.00,0.04,0.02,-0.03
62130,1.00,0.04,0.03,-0.03
62154,1.00,0.05,0.03,-0.03
62178,1.00,0.05,0.03,-0.03
62202,1.00,0.05,0.03,-0.03
62226,1.00,0.06,0.03,-0.03
62250,1.00,0.06,0.03,-0.03
62274,1.00,0.06,0.03,-0.03
62298,1.00,0.07,0.03,-0.03
62322,1.00,0.07,0.02,-0.02
62346,1.00,0.08,0.02,-0.02
62370,1.00,0.08,0.02,-0.03
62394,1.00,0.09,0.02,-0.03
62418,0.99,0.09,0.02,-0.03
62447,0.99,0.10,0.02,-0.04
62471,0.99,0.10,0.02,-0.04
62495,0.99,0.10,0.02,-0.05
62519,0.99,0.11,0.03,-0.05
62543,0.99,0.11,0.03,-0.05
62567,0.99,0.12,0.04,-0.06
62591,0.99,0.12,0.05,-0.06
62615,0.99,0.13,0.07,-0.07
62639,0.98,0.14,0.08,-0.07
62663,0.98,0.14,0.09,-0.07
62687,0.98,0.15,0.10,-0.07
62711,0.98,0.16,0.11,-0.07
62735,0.98,0.16,0.12,-0.07
62759,0.98,0.17,0.12,-0.07
62783,0.98,0.17,0.12,-0.07
62807,0.97,0.17,0.12,-0.07
62831,0.97,0.18,0.12,-0.07
62855,0.97,0.18,0.12,-0.07
62879,0.97,0.18,0.12,-0.07
62907,0.97,0.19,0.11,-0.07
62931,0.97,0.19,0.11,-0.08
62955,0.97,0.19,0.11,-0.08
62979,0.97,0.20,0.10,-0.08
63003,0.97,0.20,0.10,-0.08
63027,0.97,0.20,0.10,-0.08
63051,0.97,0.21,0.10,-0.09
63075,0.97,0.21,0.10,-0.09
63099,0.97,0.21,0.10,-0.09
63123,0.97,0.22,0.10,-0.10
63147,0.96,0.22,0.11,-0.10
63171,0.96,0.22,0.11,-0.10
63195,0.96,0.23,0.11,-0.11
63219,0.96,0.23,0.12,-0.11
63243,0.96,0.23,0.12,-0.11
63267,0.96,0.24,0.12,-0.11
63291,0.96,0.24,0.13,-0.11
63315,0.95,0.25,0.13,-0.11
63344,0.95,0.25,0.13,-0.11
63368,0.95,0.25,0.13,-0.11
63392,0.95,0.26,0.13,-0.11
63416,0.95,0.26,0.13,-0.11
63440,0.95,0.26,0.14,-0.10
63464,0.95,0.27,0.14,-0.10
63488,0.95,0.27,0.14,-0.10
63512,0.95,0.27,0.14,-0.10
63536,0.95,0.28,0.14,-0.10
63560,0.94,0.28,0.14,-0.10
63584,0.94,0.28,0.14,-0.09
63608,0.94,0.29,0.14,-0.09
63632,0.94,0.29,0.15,-0.09
63656,0.94,0.29,0.15,-0.09
63680,0.94,0.30,0.15,-0.09
63704,0.94,0.30,0.15,-0.09
63728,0.94,0.30,0.15,-0.10
63752,0.93,0.31,0.15,-0.10
63780,0.93,0.31,0.15,-0.10
63804,0.93,0.32,0.15,-0.10
63828,0.93,0.32,0.15,-0.10
63852,0.93,0.32,0.16,-0.10
63876,0.93,0.33,0.16,-0.10
63900,0.92,0.33,0.16,-0.10
