1003764,-0.17,-0.11,0.79,0.58
1003788,-0.18,-0.12,0.79,0.58
1003812,-0.19,-0.13,0.79,0.57
1003836,-0.19,-0.14,0.79,0.57
1003860,-0.20,-0.15,0.79,0.57
1003884,-0.21,-0.16,0.78,0.56
1003908,-0.21,-0.17,0.78,0.56
1003932,-0.22,-0.18,0.78,0.56
1003956,-0.22,-0.18,0.78,0.55
1003985,-0.23,-0.19,0.78,0.55
1004009,-0.23,-0.20,0.78,0.55
1004033,-0.24,-0.21,0.78,0.54
1004057,-0.24,-0.22,0.78,0.54
1004081,-0.24,-0.22,0.77,0.54
1004105,-0.25,-0.23,0.77,0.54
1004129,-0.25,-0.23,0.77,0.53
1004153,-0.25,-0.24,0.77,0.53
1004177,-0.26,-0.24,0.78,0.52
1004201,-0.26,-0.24,0.78,0.52
1004225,-0.26,-0.24,0.78,0.51
1004249,-0.26,-0.24,0.79,0.50
1004273,-0.26,-0.24,0.79,0.50
1004297,-0.26,-0.24,0.80,0.49
1004321,-0.26,-0.24,0.80,0.48
1004345,-0.26,-0.24,0.80,0.48
1004373,-0.26,-0.24,0.81,0.47
1004397,-0.26,-0.24,0.81,0.47
1004421,-0.26,-0.23,0.82,0.46
1004445,-0.26,-0.23,0.82,0.46
1004469,-0.26,-0.23,0.82,0.45
1004493,-0.26,-0.22,0.83,0.45
1004517,-0.26,-0.22,0.83,0.45
1004541,-0.26,-0.21,0.83,0.44
1004565,-0.26,-0.21,0.83,0.44
1004589,-0.26,-0.20,0.84,0.44
1004613,-0.26,-0.20,0.84,0.44
1004637,-0.26,-0.20,0.84,0.44
1004661,-0.26,-0.19,0.84,0.44
1004685,-0.26,-0.19,0.84,0.44
1004709,-0.26,-0.18,0.84,0.44
1004733,-0.26,-0.18,0.84,0.45
1004757,-0.26,-0.17,0.84,0.45
1004786,-0.26,-0.17,0.83,0.46
1004810,-0.26,-0.16,0.83,0.46
1004834,-0.26,-0.16,0.83,0.47
1004858,-0.26,-0.15,0.83,0.47
1004882,-0.27,-0.15,0.82,0.48
1004906,-0.27,-0.15,0.82,0.49
1004930,-0.27,-0.14,0.81,0.49
1004954,-0.27,-0.14,0.81,0.50
1004978,-0.27,-0.14,0.80,0.51
1005002,-0.28,-0.14,0.80,0.52
1005026,-0.28,-0.13,0.79,0.53
1005050,-0.28,-0.13,0.79,0.54
1005074,-0.28,-0.13,0.78,0.55
1005098,-0.28,-0.12,0.77,0.56
1005122,-0.28,-0.12,0.77,0.56
1005146,-0.28,-0.12,0.76,0.57
1005174,-0.28,-0.12,0.76,0.58
1005198,-0.29,-0.11,0.75,0.58
1005222,-0.29,-0.11,0.74,0.59
1005246,-0.29,-0.11,0.74,0.59
1005270,-0.30,-0.11,0.74,0.60
1005294,-0.30,-0.11,0.73,0.60
1005318,-0.30,-0.11,0.73,0.61
1005342,-0.30,-0.11,0.72,0.62
1005366,-0.30,-0.11,0.72,0.62
1005390,-0.30,-0.11,0.71,0.63
1005414,-0.30,-0.11,0.71,0.63
1005438,-0.30,-0.11,0.71,0.63
1005462,-0.30,-0.11,0.70,0.64
1005486,-0.29,-0.11,0.70,0.64
1005510,-0.29,-0.11,0.70,0.65
1005534,-0.29,-0.11,0.69,0.65
1005558,-0.29,-0.11,0.69,0.66
1005587,-0.29,-0.11,0.68,0.67
1005611,-0.28,-0.10,0.67,0.67
1005635,-0.28,-0.10,0.67,0.68
1005659,-0.28,-0.10,0.66,0.69
1005683,-0.28,-0.09,0.65,0.70
1005707,-0.28,-0.09,0.65,0.70
1005731,-0.27,-0.08,0.64,0.71
1005755,-0.27,-0.08,0.63,0.72
1005779,-0.27,-0.08,0.63,0.72
1005803,-0.27,-0.07,0.63,0.73
1005827,-0.26,-0.07,0.62,0.73
1005851,-0.26,-0.07,0.62,0.74
1005875,-0.26,-0.07,0.61,0.74
1005899,-0.26,-0.06,0.61,0.75
1005923,-0.26,-0.06,0.61,0.75
1005947,-0.26,-0.06,0.61,0.75
1005975,-0.25,-0.06,0.61,0.75
1005999,-0.25,-0.06,0.61,0.75
1006023,-0.25,-0.06,0.61,0.75
1006047,-0.25,-0.06,0.61,0.75
1006071,-0.25,-0.06,0.61,0.75
1006095,-0.25,-0.06,0.61,0.75
1006119,-0.25,-0.06,0.60,0.75
1006143,-0.25,-0.06,0.60,0.75
1006167,-0.25,-0.06,0.60,0.76
